unit_number	unit_name	section_number	section_name	content	level	has_analysis	prerequisites	difficulty_level	difficulty_score	difficulty_confidence	complexity_factors	bloom_level	bloom_confidence	cognitive_processes	educational_standards	cross_disciplinary_connections
Unit 2	Mechanics	2.15	Projectile Motion	"Two-dimensional motion.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 5.3: Projectile Motion; College Physics 2e, Chapter 3.4: Projectile Motion"	undergraduate	Yes	One-dimensional kinematics; Vector mathematics; Trigonometry; Independence of motion in x and y directions; Newton's laws of motion; Basic algebra; Understanding of gravity as constant acceleration	intermediate	6	0.9	Requires understanding of vector components; Combines multiple motion concepts simultaneously; Needs strong mathematical foundation (trigonometry); Involves independent horizontal and vertical motions; Requires visualization of 2D motion	apply	0.9	calculating vectors; decomposing motion; solving multi-step problems; predicting trajectories; interpreting motion graphs	NGSS: HS-PS2-1; AP Physics 1: 3.A.1.1; AP Physics 1: 3.A.1.2; AP Physics C: Mechanics: 1.B	Mathematics (strong); Sports Science (strong); Military Science (strong); Biology (moderate); Engineering (strong); Computer Science (moderate)
Unit 2	Mechanics	2.16	Relative Motion	"One- and two-dimensional motion.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 2.1: Relative Motion, Distance, and Displacement; College Physics 2e, Chapter 3.5: Addition of Velocities"	undergraduate	Yes	Basic algebra; Vector addition; Coordinate systems (x-y plane); Velocity concepts; Speed concepts; Distance and displacement; Basic trigonometry; Frame of reference	intermediate	6	0.9	Vector addition required for 2D motion; Multiple reference frames to consider; Conceptual visualization challenges; Application of relative velocity equations; Need for trigonometry in 2D problems	analyze	0.9	differentiating between reference frames; organizing motion components; integrating multiple perspectives; calculating relative velocities; comparing different frames of reference	NGSS: HS-PS2-1; AP Physics 1: 1.C.1.1; AP Physics 1: 3.A.1.1; AP Physics C: Mechanics: 1.B	Mathematics (strong); Computer Science (moderate); Geography (moderate); Biology (moderate); Engineering (strong)
Unit 2	Mechanics	2.17	Position-Time Graphs	"Graph interpretation.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 2.3: Position vs. Time Graphs; College Physics 2e, Chapter 2.8: Graphical Analysis of One-Dimensional Motion"	undergraduate	Yes	Basic graphing skills and coordinate systems; Understanding of x-y axes; Basic algebra; Understanding of distance and displacement; Units of measurement (distance and time); Slope calculations; Basic understanding of motion concepts	intermediate	5	0.9	Abstract visualization required; Mathematical graph interpretation; Connection between multiple representations; Understanding of slope and area concepts; Translation between physical motion and graphical representation	analyze	0.9	interpreting graphical representations; decoding relationships between variables; inferring motion characteristics from graphs; breaking down motion components; distinguishing between different types of motion	NGSS: HS-PS2-1; NGSS: HS-PS2-2; AP Physics 1: 3.A.1.1; AP Physics 1: 3.A.1.2	Mathematics (strong); Computer Science (moderate); Biology (moderate); Economics (moderate); Geography (moderate)
Unit 2	Mechanics	2.18	Velocity-Time Graphs	"Graph analysis.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 2.4: Velocity vs. Time Graphs; College Physics 2e, Chapter 2.8: Graphical Analysis of One-Dimensional Motion"	undergraduate	Yes	Basic graphing skills and coordinate systems; Understanding of slope calculations; Basic algebra; Definition of velocity; Understanding of time as a variable; Concept of displacement and distance; Units and unit conversion; Basic mathematical operations	intermediate	6	0.9	Abstract visualization required; Mathematical interpretation of slopes; Area under curve calculations; Multiple representations of motion; Connection between graphs and real-world motion	analyze	0.9	interpreting graphical representations; identifying relationships between variables; differentiating between slopes and areas; inferring acceleration from velocity changes; breaking down motion into components	NGSS: HS-PS2-1; NGSS: HS-PS2-3; AP Physics 1: 3.A.1.1; AP Physics 1: 3.A.1.2	Mathematics (strong); Computer Science (moderate); Economics (moderate); Biology (moderate); Environmental Science (moderate)
Unit 2	Mechanics	2.19	Contact Forces	"Normal, friction, tension.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 4.1: Force; College Physics 2e, Chapter 4.5: Normal, Tension, and Other Examples of Forces"	undergraduate	Yes	Vector quantities; Newton's laws of motion; Free body diagrams; Basic trigonometry; Force as a concept; Vector addition and resolution; SI units and measurements	intermediate	6	0.9	Vector decomposition required; Multiple force types to understand; Abstract concepts of normal force; Friction coefficients and types; Real-world applications complexity	apply	0.9	executing; implementing; calculating; determining; solving	NGSS: HS-PS2-1; NGSS: HS-PS2-3; AP Physics 1: 3.B.1; AP Physics 1: 3.B.2	Mathematics (strong); Engineering (strong); Chemistry (moderate); Biology (moderate); Sports Science (moderate)
Unit 2	Mechanics	2.20	Field Forces	"Gravitational, electromagnetic.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 4.1: Force; College Physics 2e, Chapter 4.8: Extended Topic: The Four Basic Forces-An Introduction"	undergraduate	Yes	Newton's laws of motion; Vector quantities; Basic algebra; Definition of force; Distance and displacement; Scientific notation; Inverse square relationships; Basic atomic structure (for electromagnetic forces)	intermediate	6	0.85	Abstract nature of fields; Mathematical representation of forces; Vector analysis required; Understanding of action at a distance; Multiple force types to compare/contrast	understand	0.9	explaining; comparing; interpreting; classifying	NGSS: HS-PS2-4; NGSS: HS-PS2-5; AP Physics: 2.B; AP Physics: 3.C	Mathematics (strong); Chemistry (strong); Astronomy (strong); Biology (moderate); Earth Science (moderate)
Unit 2	Mechanics	2.21	Force Interactions	"Force pairs, equilibrium.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 4.4: Newton’s Third Law of Motion; College Physics 2e, Chapter 4.4: Newton’s Third Law of Motion: Symmetry in Forces"	undergraduate	Yes	Vectors and vector addition; Newton's First Law; Newton's Second Law; Basic algebra; Free body diagrams; Understanding of mass and weight; Understanding of forces as pushes and pulls	intermediate	6	0.9	Abstract concept of force pairs; Multiple force interactions happening simultaneously; Vector nature of forces; Understanding equilibrium conditions; Common misconceptions about action-reaction pairs	analyze	0.9	differentiate between action and reaction forces; examine force pairs in systems; organize force diagrams; deconstruct complex force interactions; distinguish between balanced and unbalanced forces	NGSS: HS-PS2-1; NGSS: HS-PS2-3; AP Physics 1: 3.A.4; AP Physics 1: 3.A.3	Mathematics (strong); Chemistry (strong); Biology (moderate); Engineering (strong); Sports Science (moderate)
Unit 2	Mechanics	2.22	Newton’s First Law	"Inertia, equilibrium.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 4.2: Newton’s First Law of Motion: Inertia; College Physics 2e, Chapter 4.2: Newton’s First Law of Motion: Inertia"	undergraduate	Yes	"Basic algebra; Vector quantities; Understanding of force; Basic kinematics concepts (velocity, acceleration); Frame of reference; Basic mathematical operations"	beginner	3	0.9	Abstract concept of inertia; Understanding equilibrium conditions; Identifying real-world applications; Distinguishing between rest and motion inertia	understand	0.9	explaining; interpreting; describing; classifying	NGSS: HS-PS2-1; AP Physics 1: 3.A.1.1; AP Physics 1: 3.A.2.1	Mathematics (strong); Biology (moderate); Engineering (strong); Sports Science (strong); Astronomy (moderate)
Unit 2	Mechanics	2.23	Newton’s Second Law	"Force, mass, acceleration.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 4.3: Newton’s Second Law of Motion; College Physics 2e, Chapter 4.3: Newton’s Second Law of Motion: Concept of a System"	undergraduate	Yes	"Understanding of vectors and vector addition; Basic algebra and mathematical operations; Understanding of velocity and acceleration; Newton's First Law; Units and dimensional analysis; Kinematics concepts (displacement, velocity, acceleration); Free body diagrams"	intermediate	6	0.9	Mathematical relationships between multiple variables; Vector concepts required; Abstract conceptual understanding needed; Multiple applications and scenarios; Common misconceptions about force and acceleration	apply	0.9	calculating forces using F=ma; solving numerical problems; demonstrating relationships between variables; predicting motion outcomes	NGSS: HS-PS2-1; AP Physics 1: 3.B.1.1; AP Physics 1: 3.B.2.1	Mathematics (strong); Chemistry (moderate); Biology (moderate); Engineering (strong); Sports Science (strong)
Unit 2	Mechanics	2.24	Newton’s Third Law	"Action-reaction pairs.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 4.4: Newton’s Third Law of Motion; College Physics 2e, Chapter 4.4: Newton’s Third Law of Motion: Symmetry in Forces"	undergraduate	Yes	Vector quantities; Force as a vector; Newton's First Law; Newton's Second Law; Free body diagrams; Basic algebra; Understanding of mass and weight	intermediate	6	0.9	Counter-intuitive nature of equal and opposite forces; Common misconceptions about dominant forces; Application to complex real-world scenarios; Understanding force pairs act on different objects; Distinguishing from equilibrium concepts	understand	0.9	explaining action-reaction pairs; interpreting force interactions; classifying examples of Newton's Third Law; describing force pairs in real-world situations	NGSS: HS-PS2-1; NGSS: HS-PS2-3; AP Physics 1: 3.A.4; AP Physics 1: 3.C.4	Mathematics (strong); Chemistry (strong); Biology (strong); Engineering (strong); Sports Science (moderate)
Unit 2	Mechanics	2.25	Normal Force	"Perpendicular contact.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 4.1: Force; College Physics 2e, Chapter 4.5: Normal, Tension, and Other Examples of Forces"	undergraduate	Yes	Vectors and vector components; Force as a vector quantity; Newton's laws of motion; Basic trigonometry; Free body diagrams	beginner	2	0.9	Basic vector concept; Simple perpendicular force relationship; Intuitive real-world examples; Minimal mathematical complexity	understand	0.9	interpreting; explaining; classifying; recognizing	NGSS: HS-PS2-1; AP Physics 1: 3.B.1; AP Physics 1: 3.B.2	Mathematics (strong); Engineering (strong); Biology (moderate); Geology (moderate); Architecture (strong)
